row;rt;stimulus;key_press;trial_type;trial_index;time_elapsed;internal_node_id;button_pressed;play_history;responses;question_order;prolific_pid;conditions
2022;24566.3;"["patterns/Rhythm-51.mp3","patterns/Rhythm-37.mp3"]";NULL;forced-choice-audio;7;144632;0.0-6.0;0;[0,1];NULL;NULL;589e989ce6afe00001d349a8;preference
2023;24362.9;"["patterns/Rhythm-63.mp3","patterns/Rhythm-56.mp3"]";NULL;forced-choice-audio;8;169499;0.0-7.0;1;[0,1];NULL;NULL;589e989ce6afe00001d349a8;preference
2024;13339;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";32;html-keyboard-response;0;13342;0.0-0.0;NULL;NULL;NULL;NULL;5c9519ced0846d0016179b2f;typicality
2025;1724.08;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";13;html-keyboard-response;9;171726;0.0-8.0;NULL;NULL;NULL;NULL;589e989ce6afe00001d349a8;preference
2026;31649;NULL;NULL;survey-text;10;203886;0.0-9.0;NULL;NULL;"{"HowManyHours":"15","HowManyYears":"20"}";NULL;589e989ce6afe00001d349a8;preference
2027;NULL;base64.wav;NULL;audio-keyboard-response;1;19346;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5c9519ced0846d0016179b2f;typicality
2028;19853.8;NULL;NULL;survey-multi-select;11;224252;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take private music lessons.","I took/take instrumental/choir classes in high school.","I was/am a professional musician / composer."]}";[0];589e989ce6afe00001d349a8;preference
2029;1929;base64.wav;87;audio-keyboard-response;2;21277;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5c9519ced0846d0016179b2f;typicality
2030;24843;"["patterns/Rhythm-29.mp3","patterns/Rhythm-13.mp3"]";NULL;forced-choice-audio;3;46122;0.0-2.0;1;[0,1];NULL;NULL;5c9519ced0846d0016179b2f;typicality
2031;35693;"["patterns/Rhythm-21.mp3","patterns/Rhythm-10.mp3"]";NULL;forced-choice-audio;4;82317;0.0-3.0;0;[0,1];NULL;NULL;5c9519ced0846d0016179b2f;typicality
2032;48366;"["patterns/Rhythm-19.mp3","patterns/Rhythm-22.mp3"]";NULL;forced-choice-audio;5;131189;0.0-4.0;1;[0,1];NULL;NULL;5c9519ced0846d0016179b2f;typicality
2033;22142;"["patterns/Rhythm-50.mp3","patterns/Rhythm-13.mp3"]";NULL;forced-choice-audio;6;153833;0.0-5.0;1;[0,1];NULL;NULL;5c9519ced0846d0016179b2f;typicality
2034;25646;"["patterns/Rhythm-35.mp3","patterns/Rhythm-65.mp3"]";NULL;forced-choice-audio;7;179981;0.0-6.0;1;[0,1];NULL;NULL;5c9519ced0846d0016179b2f;typicality
2035;25504;"["patterns/Rhythm-29.mp3","patterns/Rhythm-18.mp3"]";NULL;forced-choice-audio;8;205987;0.0-7.0;0;[0,1];NULL;NULL;5c9519ced0846d0016179b2f;typicality
2036;5068;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";87;html-keyboard-response;9;211557;0.0-8.0;NULL;NULL;NULL;NULL;5c9519ced0846d0016179b2f;typicality
2037;14210;NULL;NULL;survey-text;10;226272;0.0-9.0;NULL;NULL;"{"HowManyHours":"9","HowManyYears":"2"}";NULL;5c9519ced0846d0016179b2f;typicality
2038;5851;NULL;NULL;survey-multi-select;11;232628;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5c9519ced0846d0016179b2f;typicality
2039;22746;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";38;html-keyboard-response;0;22749;0.0-0.0;NULL;NULL;NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2040;NULL;base64.wav;NULL;audio-keyboard-response;1;28752;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2041;2247.98;base64.wav;87;audio-keyboard-response;2;31002;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2042;25528.8;"["patterns/Rhythm-40.mp3","patterns/Rhythm-1.mp3"]";NULL;forced-choice-audio;3;56534;0.0-2.0;0;[0,1];NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2043;23436.7;"["patterns/Rhythm-65.mp3","patterns/Rhythm-72.mp3"]";NULL;forced-choice-audio;4;80472;0.0-3.0;1;[0,1];NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2044;23106.3;"["patterns/Rhythm-20.mp3","patterns/Rhythm-53.mp3"]";NULL;forced-choice-audio;5;104088;0.0-4.0;0;[0,1];NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2045;31756.3;"["patterns/Rhythm-54.mp3","patterns/Rhythm-1.mp3"]";NULL;forced-choice-audio;6;136348;0.0-5.0;0;[0,1,0];NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2046;22395.4;"["patterns/Rhythm-90.mp3","patterns/Rhythm-74.mp3"]";NULL;forced-choice-audio;7;159245;0.0-6.0;1;[0,1];NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2047;21941.4;"["patterns/Rhythm-40.mp3","patterns/Rhythm-84.mp3"]";NULL;forced-choice-audio;8;181688;0.0-7.0;0;[0,1];NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2048;3431.22;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";38;html-keyboard-response;9;185621;0.0-8.0;NULL;NULL;NULL;NULL;5d0b9a273ecbfb00018494fc;preference
2049;32092.3;NULL;NULL;survey-text;10;218219;0.0-9.0;NULL;NULL;"{"HowManyHours":"30","HowManyYears":"none"}";NULL;5d0b9a273ecbfb00018494fc;preference
2050;15923.6;NULL;NULL;survey-multi-select;11;234647;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5d0b9a273ecbfb00018494fc;preference
2051;6657.73;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";32;html-keyboard-response;0;6659;0.0-0.0;NULL;NULL;NULL;NULL;5c446de311bc1c0001fff3fe;preference
2052;4825.83;base64.wav;87;audio-keyboard-response;1;11987;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5c446de311bc1c0001fff3fe;preference
2053;47256.6;"["patterns/Rhythm-79.mp3","patterns/Rhythm-41.mp3"]";NULL;forced-choice-audio;2;59245;0.0-2.0;0;[0,1,0,1];NULL;NULL;5c446de311bc1c0001fff3fe;preference
2054;23747;"["patterns/Rhythm-10.mp3","patterns/Rhythm-57.mp3"]";NULL;forced-choice-audio;3;83493;0.0-3.0;0;[0,1];NULL;NULL;5c446de311bc1c0001fff3fe;preference
2055;22737.3;"["patterns/Rhythm-59.mp3","patterns/Rhythm-96.mp3"]";NULL;forced-choice-audio;4;106733;0.0-4.0;0;[0,1];NULL;NULL;5c446de311bc1c0001fff3fe;preference
2056;24278.2;"["patterns/Rhythm-69.mp3","patterns/Rhythm-41.mp3"]";NULL;forced-choice-audio;5;131512;0.0-5.0;1;[0,1];NULL;NULL;5c446de311bc1c0001fff3fe;preference
2057;22438.8;"["patterns/Rhythm-70.mp3","patterns/Rhythm-44.mp3"]";NULL;forced-choice-audio;6;154452;0.0-6.0;1;[0,1];NULL;NULL;5c446de311bc1c0001fff3fe;preference
2058;22365.3;"["patterns/Rhythm-79.mp3","patterns/Rhythm-97.mp3"]";NULL;forced-choice-audio;7;177319;0.0-7.0;1;[0,1];NULL;NULL;5c446de311bc1c0001fff3fe;preference
2059;3309.66;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";87;html-keyboard-response;8;181130;0.0-8.0;NULL;NULL;NULL;NULL;5c446de311bc1c0001fff3fe;preference
2060;19701.2;NULL;NULL;survey-text;9;201335;0.0-9.0;NULL;NULL;"{"HowManyHours":"20","HowManyYears":"1"}";NULL;5c446de311bc1c0001fff3fe;preference
2061;9482.75;NULL;NULL;survey-multi-select;10;211321;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5c446de311bc1c0001fff3fe;preference
2062;29937.2;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";70;html-keyboard-response;0;29939;0.0-0.0;NULL;NULL;NULL;NULL;5d5f29422af6560001daa4d9;typicality
2063;NULL;base64.wav;NULL;audio-keyboard-response;1;35941;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5d5f29422af6560001daa4d9;typicality
2064;NULL;base64.wav;NULL;audio-keyboard-response;2;41443;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5d5f29422af6560001daa4d9;typicality
2065;3838.79;base64.wav;87;audio-keyboard-response;3;45282;0.0-1.2-0.2;NULL;NULL;NULL;NULL;5d5f29422af6560001daa4d9;typicality
2066;33443.1;"["patterns/Rhythm-92.mp3","patterns/Rhythm-97.mp3"]";NULL;forced-choice-audio;4;78727;0.0-2.0;1;[0,1,0];NULL;NULL;5d5f29422af6560001daa4d9;typicality
2067;41816.3;"["patterns/Rhythm-41.mp3","patterns/Rhythm-13.mp3"]";NULL;forced-choice-audio;5;121045;0.0-3.0;0;[0,1,0,1];NULL;NULL;5d5f29422af6560001daa4d9;typicality
2068;24526.2;"["patterns/Rhythm-40.mp3","patterns/Rhythm-4.mp3"]";NULL;forced-choice-audio;6;146073;0.0-4.0;1;[0,1];NULL;NULL;5d5f29422af6560001daa4d9;typicality
2069;24349.1;"["patterns/Rhythm-32.mp3","patterns/Rhythm-97.mp3"]";NULL;forced-choice-audio;7;170923;0.0-5.0;0;[0,1];NULL;NULL;5d5f29422af6560001daa4d9;typicality
2070;22976.1;"["patterns/Rhythm-49.mp3","patterns/Rhythm-44.mp3"]";NULL;forced-choice-audio;8;194400;0.0-6.0;0;[0,1];NULL;NULL;5d5f29422af6560001daa4d9;typicality
2071;22853.8;"["patterns/Rhythm-92.mp3","patterns/Rhythm-80.mp3"]";NULL;forced-choice-audio;9;217755;0.0-7.0;1;[0,1];NULL;NULL;5d5f29422af6560001daa4d9;typicality
2072;5376.76;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";70;html-keyboard-response;10;223634;0.0-8.0;NULL;NULL;NULL;NULL;5d5f29422af6560001daa4d9;typicality
2073;21270.9;NULL;NULL;survey-text;11;245408;0.0-9.0;NULL;NULL;"{"HowManyHours":"4","HowManyYears":"0"}";NULL;5d5f29422af6560001daa4d9;typicality
2074;19738;NULL;NULL;survey-multi-select;12;265650;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5d5f29422af6560001daa4d9;typicality
2075;2322.71;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";32;html-keyboard-response;0;2338;0.0-0.0;NULL;NULL;NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2076;4572.63;base64.wav;87;audio-keyboard-response;1;7417;0.0-1.0-0.0;NULL;NULL;NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2077;24472.3;"["patterns/Rhythm-30.mp3","patterns/Rhythm-26.mp3"]";NULL;forced-choice-audio;2;31895;0.0-2.0;0;[0,1];NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2078;26982.9;"["patterns/Rhythm-42.mp3","patterns/Rhythm-24.mp3"]";NULL;forced-choice-audio;3;59383;0.0-3.0;1;[0,1];NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2079;37471.5;"["patterns/Rhythm-45.mp3","patterns/Rhythm-38.mp3"]";NULL;forced-choice-audio;4;97359;0.0-4.0;1;[0,1,1];NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2080;24976.6;"["patterns/Rhythm-72.mp3","patterns/Rhythm-26.mp3"]";NULL;forced-choice-audio;5;122839;0.0-5.0;0;[0,1];NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2081;27997;"["patterns/Rhythm-1.mp3","patterns/Rhythm-14.mp3"]";NULL;forced-choice-audio;6;151339;0.0-6.0;0;[0,1];NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2082;29839.3;"["patterns/Rhythm-30.mp3","patterns/Rhythm-58.mp3"]";NULL;forced-choice-audio;7;181682;0.0-7.0;1;[0,1];NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2083;1052.13;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";32;html-keyboard-response;8;183236;0.0-8.0;NULL;NULL;NULL;NULL;54e32a60fdf99b3eae9de85b;preference
2084;9563.41;NULL;NULL;survey-text;9;193311;0.0-9.0;NULL;NULL;"{"HowManyHours":"15","HowManyYears":"10"}";NULL;54e32a60fdf99b3eae9de85b;preference
2085;7020.83;NULL;NULL;survey-multi-select;10;200841;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take instrumental/choir classes in high school."]}";[0];54e32a60fdf99b3eae9de85b;preference
2086;11632.2;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";13;html-keyboard-response;0;11635;0.0-0.0;NULL;NULL;NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2087;NULL;base64.wav;NULL;audio-keyboard-response;1;17640;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2088;NULL;base64.wav;NULL;audio-keyboard-response;2;23142;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2089;5026.19;base64.wav;87;audio-keyboard-response;3;28170;0.0-1.2-0.2;NULL;NULL;NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2090;29765.9;"["patterns/Rhythm-29.mp3","patterns/Rhythm-76.mp3"]";NULL;forced-choice-audio;4;57940;0.0-2.0;1;[0,1];NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2091;26721.3;"["patterns/Rhythm-13.mp3","patterns/Rhythm-93.mp3"]";NULL;forced-choice-audio;5;85164;0.0-3.0;1;[0,1];NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2092;24218.1;"["patterns/Rhythm-21.mp3","patterns/Rhythm-44.mp3"]";NULL;forced-choice-audio;6;109884;0.0-4.0;1;[0,1];NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2093;24487.3;"["patterns/Rhythm-12.mp3","patterns/Rhythm-76.mp3"]";NULL;forced-choice-audio;7;134876;0.0-5.0;1;[0,1];NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2094;28593.7;"["patterns/Rhythm-15.mp3","patterns/Rhythm-92.mp3"]";NULL;forced-choice-audio;8;163971;0.0-6.0;0;[0,1];NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2095;22994.7;"["patterns/Rhythm-29.mp3","patterns/Rhythm-72.mp3"]";NULL;forced-choice-audio;9;187468;0.0-7.0;1;[0,1];NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2096;4079.42;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";13;html-keyboard-response;10;192049;0.0-8.0;NULL;NULL;NULL;NULL;5cd3da2fa0d4c600159dd765;preference
2097;27137.2;NULL;NULL;survey-text;11;219693;0.0-9.0;NULL;NULL;"{"HowManyHours":"20","HowManyYears":"3"}";NULL;5cd3da2fa0d4c600159dd765;preference
2098;32326.1;NULL;NULL;survey-multi-select;12;252524;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take private music lessons.","I took/take instrumental/choir classes in high school."]}";[0];5cd3da2fa0d4c600159dd765;preference
2099;6107.07;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";39;html-keyboard-response;0;6108;0.0-0.0;NULL;NULL;NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2100;NULL;base64.wav;NULL;audio-keyboard-response;1;12114;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2101;1128.83;base64.wav;87;audio-keyboard-response;2;13244;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2102;26382.8;"["patterns/Rhythm-78.mp3","patterns/Rhythm-63.mp3"]";NULL;forced-choice-audio;3;39628;0.0-2.0;1;[0,1];NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2103;35975.5;"["patterns/Rhythm-5.mp3","patterns/Rhythm-84.mp3"]";NULL;forced-choice-audio;4;76106;0.0-3.0;0;[0,1,0];NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2104;24829.9;"["patterns/Rhythm-18.mp3","patterns/Rhythm-74.mp3"]";NULL;forced-choice-audio;5;101438;0.0-4.0;1;[0,1];NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2105;34030.5;"["patterns/Rhythm-41.mp3","patterns/Rhythm-63.mp3"]";NULL;forced-choice-audio;6;135970;0.0-5.0;1;[0,1,0];NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2106;25740.2;"["patterns/Rhythm-72.mp3","patterns/Rhythm-93.mp3"]";NULL;forced-choice-audio;7;162212;0.0-6.0;0;[0,1];NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2107;25454.7;"["patterns/Rhythm-78.mp3","patterns/Rhythm-38.mp3"]";NULL;forced-choice-audio;8;188168;0.0-7.0;1;[0,1];NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2108;3367.09;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";39;html-keyboard-response;9;192036;0.0-8.0;NULL;NULL;NULL;NULL;5d2fd1a17a852e0001e3426e;preference
2109;35854.8;NULL;NULL;survey-text;10;228394;0.0-9.0;NULL;NULL;"{"HowManyHours":"7","HowManyYears":"3"}";NULL;5d2fd1a17a852e0001e3426e;preference
2110;25295.7;NULL;NULL;survey-multi-select;11;254193;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take instrumental/choir classes in high school."]}";[0];5d2fd1a17a852e0001e3426e;preference
2111;7932;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";72;html-keyboard-response;0;7934;0.0-0.0;NULL;NULL;NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2112;NULL;base64.wav;NULL;audio-keyboard-response;1;13941;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2113;298.915;base64.wav;87;audio-keyboard-response;2;14241;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2114;25928.1;"["patterns/Rhythm-27.mp3","patterns/Rhythm-83.mp3"]";NULL;forced-choice-audio;3;40172;0.0-2.0;1;[0,1];NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2115;23448;"["patterns/Rhythm-79.mp3","patterns/Rhythm-31.mp3"]";NULL;forced-choice-audio;4;64123;0.0-3.0;1;[0,1];NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2116;23021.8;"["patterns/Rhythm-28.mp3","patterns/Rhythm-65.mp3"]";NULL;forced-choice-audio;5;88715;0.0-4.0;0;[0,1];NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2117;51351.3;"["patterns/Rhythm-53.mp3","patterns/Rhythm-83.mp3"]";NULL;forced-choice-audio;6;140569;0.0-5.0;1;[0,0,1,0];NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2118;24642;"["patterns/Rhythm-3.mp3","patterns/Rhythm-76.mp3"]";NULL;forced-choice-audio;7;165714;0.0-6.0;1;[0,1];NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2119;36571.9;"["patterns/Rhythm-27.mp3","patterns/Rhythm-51.mp3"]";NULL;forced-choice-audio;8;202792;0.0-7.0;1;[0,1,0];NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2120;1673.59;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";72;html-keyboard-response;9;204968;0.0-8.0;NULL;NULL;NULL;NULL;5d187f7d8992b3001656cf5f;typicality
2121;31974.9;NULL;NULL;survey-text;10;237453;0.0-9.0;NULL;NULL;"{"HowManyHours":"20","HowManyYears":"8"}";NULL;5d187f7d8992b3001656cf5f;typicality
2122;11666.9;NULL;NULL;survey-multi-select;11;249625;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take private music lessons.","I took/take instrumental/choir classes in high school.","I took/take music classes in college."]}";[0];5d187f7d8992b3001656cf5f;typicality
2123;8927.62;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";175;html-keyboard-response;0;8931;0.0-0.0;NULL;NULL;NULL;NULL;5d404bc74db54a0001fecb92;preference
2124;NULL;base64.wav;NULL;audio-keyboard-response;1;14936;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5d404bc74db54a0001fecb92;preference
2125;4700.45;base64.wav;87;audio-keyboard-response;2;19639;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5d404bc74db54a0001fecb92;preference
2126;44489.8;"["patterns/Rhythm-78.mp3","patterns/Rhythm-13.mp3"]";NULL;forced-choice-audio;3;64133;0.0-2.0;1;[0,1,0];NULL;NULL;5d404bc74db54a0001fecb92;preference
2127;25210;"["patterns/Rhythm-8.mp3","patterns/Rhythm-20.mp3"]";NULL;forced-choice-audio;4;89845;0.0-3.0;1;[1,0];NULL;NULL;5d404bc74db54a0001fecb92;preference
2128;24226.2;"["patterns/Rhythm-65.mp3","patterns/Rhythm-5.mp3"]";NULL;forced-choice-audio;5;114573;0.0-4.0;1;[1,0];NULL;NULL;5d404bc74db54a0001fecb92;preference
2129;23257.2;"["patterns/Rhythm-6.mp3","patterns/Rhythm-13.mp3"]";NULL;forced-choice-audio;6;138333;0.0-5.0;0;[1,0];NULL;NULL;5d404bc74db54a0001fecb92;preference
2130;24953.9;"["patterns/Rhythm-47.mp3","patterns/Rhythm-85.mp3"]";NULL;forced-choice-audio;7;163789;0.0-6.0;1;[0,1];NULL;NULL;5d404bc74db54a0001fecb92;preference
2131;23834;"["patterns/Rhythm-78.mp3","patterns/Rhythm-58.mp3"]";NULL;forced-choice-audio;8;188124;0.0-7.0;0;[1,0];NULL;NULL;5d404bc74db54a0001fecb92;preference
2132;2554.93;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";13;html-keyboard-response;9;191181;0.0-8.0;NULL;NULL;NULL;NULL;5d404bc74db54a0001fecb92;preference
2133;26699;NULL;NULL;survey-text;10;218389;0.0-9.0;NULL;NULL;"{"HowManyHours":"4","HowManyYears":"3"}";NULL;5d404bc74db54a0001fecb92;preference
2134;18218.9;NULL;NULL;survey-multi-select;11;237117;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5d404bc74db54a0001fecb92;preference
2135;5302.12;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";70;html-keyboard-response;0;5304;0.0-0.0;NULL;NULL;NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2136;4952.96;base64.wav;87;audio-keyboard-response;1;10760;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2137;42078.1;"["patterns/Rhythm-12.mp3","patterns/Rhythm-81.mp3"]";NULL;forced-choice-audio;2;52840;0.0-2.0;0;[0,1,1];NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2138;23830.2;"["patterns/Rhythm-26.mp3","patterns/Rhythm-32.mp3"]";NULL;forced-choice-audio;3;77173;0.0-3.0;1;[0,1];NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2139;33885.3;"["patterns/Rhythm-22.mp3","patterns/Rhythm-66.mp3"]";NULL;forced-choice-audio;4;111561;0.0-4.0;1;[1,0,1];NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2140;23152.9;"["patterns/Rhythm-2.mp3","patterns/Rhythm-81.mp3"]";NULL;forced-choice-audio;5;135215;0.0-5.0;0;[0,1];NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2141;22315;"["patterns/Rhythm-52.mp3","patterns/Rhythm-16.mp3"]";NULL;forced-choice-audio;6;158033;0.0-6.0;1;[0,1];NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2142;22956.1;"["patterns/Rhythm-12.mp3","patterns/Rhythm-75.mp3"]";NULL;forced-choice-audio;7;181492;0.0-7.0;1;[1,0];NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2143;2605.92;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";83;html-keyboard-response;8;184598;0.0-8.0;NULL;NULL;NULL;NULL;5c52df0c445f1d000137c6b8;typicality
2144;46666;NULL;NULL;survey-text;9;231769;0.0-9.0;NULL;NULL;"{"HowManyHours":"Around 3 or 4 hours total","HowManyYears":"10"}";NULL;5c52df0c445f1d000137c6b8;typicality
2145;18446.6;NULL;NULL;survey-multi-select;10;250719;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take private music lessons.","I took/take instrumental/choir classes in high school."]}";[0];5c52df0c445f1d000137c6b8;typicality
2146;16505;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";32;html-keyboard-response;0;16513;0.0-0.0;NULL;NULL;NULL;NULL;56b3edf12bac74000d89e452;typicality
2147;NULL;base64.wav;NULL;audio-keyboard-response;1;22517;0.0-1.0-0.0;NULL;NULL;NULL;NULL;56b3edf12bac74000d89e452;typicality
2148;232.05;base64.wav;87;audio-keyboard-response;2;22750;0.0-1.1-0.1;NULL;NULL;NULL;NULL;56b3edf12bac74000d89e452;typicality
2149;27312.3;"["patterns/Rhythm-67.mp3","patterns/Rhythm-0.mp3"]";NULL;forced-choice-audio;3;50065;0.0-2.0;1;[0,1];NULL;NULL;56b3edf12bac74000d89e452;typicality
2150;26456.6;"["patterns/Rhythm-70.mp3","patterns/Rhythm-85.mp3"]";NULL;forced-choice-audio;4;77024;0.0-3.0;0;[0,1];NULL;NULL;56b3edf12bac74000d89e452;typicality
2151;23012.7;"["patterns/Rhythm-32.mp3","patterns/Rhythm-24.mp3"]";NULL;forced-choice-audio;5;100540;0.0-4.0;0;[0,1];NULL;NULL;56b3edf12bac74000d89e452;typicality
2152;33348.7;"["patterns/Rhythm-16.mp3","patterns/Rhythm-0.mp3"]";NULL;forced-choice-audio;6;134392;0.0-5.0;0;[0,1,0];NULL;NULL;56b3edf12bac74000d89e452;typicality
2153;33418.1;"["patterns/Rhythm-99.mp3","patterns/Rhythm-13.mp3"]";NULL;forced-choice-audio;7;168312;0.0-6.0;1;[0,1,0];NULL;NULL;56b3edf12bac74000d89e452;typicality
2154;59287.8;"["patterns/Rhythm-67.mp3","patterns/Rhythm-23.mp3"]";NULL;forced-choice-audio;8;228102;0.0-7.0;1;[0,1,0];NULL;NULL;56b3edf12bac74000d89e452;typicality
